"";"classe 1";"classe 2";"classe 3";"classe 4"
"seguido";5,435;-0,769;-0,679;-1,033
"segmento";-0,007;3,969;-0,679;-1,033
"secretária";5,435;-0,769;-0,679;-1,033
"secretaria";1,265;0,311;-0,679;-1,033
"schaffner";-1,662;-0,769;-0,679;8,74
"sanitário";1,265;0,311;-0,679;-1,033
"sagrado";1,265;-0,769;-0,679;0,095
"rpdc";-1,662;-0,769;-0,679;8,74
"rex";-1,662;-0,769;-0,679;8,74
"reuters";-1,662;-0,769;-0,679;8,74
"retorno";1,265;0,311;-0,679;-1,033
"restaurante";-0,007;0,311;0,444;-1,033
"repetido";-0,007;0,311;-0,679;0,095
"reparar";1,265;-0,769;0,444;-1,033
"remuneração";-0,007;3,969;-0,679;-1,033
"refém";-0,007;-0,769;-0,679;2,664
"redor";-1,662;-0,769;-0,679;8,74
"recolher";1,265;0,311;-0,679;-1,033
"receita";-1,662;11,742;-0,679;-1,033
"recebido";-1,662;3,969;0,444;-1,033
"rasgar";1,265;-0,769;0,444;-1,033
"rascunho";-1,662;-0,769;13,299;-1,033
"radar";-1,662;-0,769;0,444;2,664
"rabo";-0,007;3,969;-0,679;-1,033
"r_calf";-1,662;3,969;-0,679;0,095
"quebra";-0,007;-0,769;4,651;-1,033
"quantidade";1,265;-0,769;-0,679;0,095
"pé";-0,007;-0,769;0,444;0,095
"publicitário";-0,007;3,969;-0,679;-1,033
"provocador";1,265;-0,769;-0,679;0,095
"protocolo";-0,007;-0,769;0,444;0,095
"proprietário";-0,007;0,311;0,444;-1,033
"propriedade";-1,662;3,969;-0,679;0,095
"promessa";-0,007;-0,769;-0,679;2,664
"profissão";-0,007;-0,769;4,651;-1,033
"produzir";-1,662;0,311;-0,679;2,664
"procuradoria_geral";-0,007;3,969;-0,679;-1,033
"primeira_ministra";1,265;-0,769;0,444;-1,033
"previsão";-0,007;-0,769;-0,679;2,664
"prevenir";-1,662;-0,769;4,651;0,095
"pregar";-0,007;-0,769;0,444;0,095
"precedente";-0,007;-0,769;0,444;0,095
"prazer";-0,007;-0,769;0,444;0,095
"pr";1,265;-0,769;0,444;-1,033
"post";-0,007;-0,769;-0,679;2,664
"porte";1,265;0,311;-0,679;-1,033
"porta_voz";-0,007;-0,769;-0,679;2,664
"pontual";5,435;-0,769;-0,679;-1,033
"poderio";-1,662;-0,769;-0,679;8,74
"pl";1,265;-0,769;0,444;-1,033
"piloto";-1,662;-0,769;-0,679;8,74
"pilantra";1,265;0,311;-0,679;-1,033
"pib";-0,007;3,969;-0,679;-1,033
"peça";-0,007;-0,769;-0,679;2,664
"petras";-1,662;-0,769;-0,679;8,74
"perfil";1,265;0,311;-0,679;-1,033
"perdido";1,265;-0,769;0,444;-1,033
"perda";-0,007;0,311;-0,679;0,095
"pequim";-1,662;-0,769;-0,679;8,74
"penitenciário";-0,007;3,969;-0,679;-1,033
"patamar";-0,007;-0,769;-0,679;2,664
"parceria";-1,662;3,969;-0,679;0,095
"paraíso";-1,662;11,742;-0,679;-1,033
"paralisado";-0,007;-0,769;-0,679;2,664
"paciência";-1,662;-0,769;-0,679;8,74
"pacheco";-1,662;0,311;4,651;-1,033
"ovacionar";-0,007;-0,769;4,651;-1,033
"outubro";-0,007;3,969;-0,679;-1,033
"origem";1,265;-0,769;0,444;-1,033
"orelha";5,435;-0,769;-0,679;-1,033
"orcrim";1,265;-0,769;0,444;-1,033
"ofensiva";-1,662;-0,769;-0,679;8,74
"nêumanne";-0,007;-0,769;4,651;-1,033
"novembro";-0,007;-0,769;-0,679;2,664
"north";-1,662;-0,769;-0,679;8,74
"norte_americanos";-1,662;0,311;-0,679;2,664
"norte_americanas";-1,662;-0,769;-0,679;8,74
"nocaute";-0,007;-0,769;4,651;-1,033
"nascer";-0,007;0,311;-0,679;0,095
"mutante";-1,662;-0,769;-0,679;8,74
"moço";-0,007;-0,769;4,651;-1,033
"moreno";-1,662;0,311;4,651;-1,033
"moreira";-0,007;0,311;0,444;-1,033
"mordido";5,435;-0,769;-0,679;-1,033
"morder";5,435;-0,769;-0,679;-1,033
"montante";-1,662;11,742;-0,679;-1,033
"molina";-0,007;0,311;0,444;-1,033
"moleque";5,435;-0,769;-0,679;-1,033
"miriam";1,265;0,311;-0,679;-1,033
"milionário";1,265;0,311;-0,679;-1,033
"mike";-1,662;-0,769;-0,679;8,74
"michael";-1,662;-0,769;-0,679;8,74
"metrô";-1,662;-0,769;-0,679;8,74
"metade";-1,662;3,969;-0,679;0,095
"mesada";-1,662;11,742;-0,679;-1,033
"mello";-1,662;-0,769;13,299;-1,033
"melhorar";-0,007;-0,769;4,651;-1,033
"melar";-0,007;3,969;-0,679;-1,033
"mega";-1,662;0,311;-0,679;2,664
"mcmaster";-1,662;-0,769;-0,679;8,74
"mccain";-1,662;-0,769;-0,679;8,74
"maurício";-1,662;0,311;4,651;-1,033
"mato";-1,662;3,969;0,444;-1,033
"massacrar";1,265;-0,769;-0,679;0,095
"manobra";-0,007;0,311;-0,679;0,095
"manga";1,265;-0,769;-0,679;0,095
"licitação";-0,007;0,311;0,444;-1,033
"libertar";-0,007;-0,769;-0,679;2,664
"liberação";-0,007;3,969;-0,679;-1,033
"lewandowski";1,265;-0,769;0,444;-1,033
"letra";-1,662;-0,769;13,299;-1,033
"legado";-0,007;-0,769;4,651;-1,033
"lavar";-0,007;3,969;-0,679;-1,033
"largo";-0,007;0,311;-0,679;0,095
"lambança";5,435;-0,769;-0,679;-1,033
"kiselyov";-1,662;-0,769;-0,679;8,74
"júnior";-1,662;11,742;-0,679;-1,033
"jurista";-1,662;-0,769;13,299;-1,033
"julius";-1,662;3,969;0,444;-1,033
"john";-1,662;-0,769;-0,679;8,74
"jeito";1,265;0,311;-0,679;-1,033
"janete";-1,662;0,311;4,651;-1,033
"james";-0,007;-0,769;-0,679;2,664
"itália";5,435;-0,769;-0,679;-1,033
"irônico";5,435;-0,769;-0,679;-1,033
"irregularidade";-1,662;3,969;0,444;-1,033
"irregular";-1,662;3,969;-0,679;0,095
"intuito";-0,007;0,311;0,444;-1,033
"intimação";-1,662;-0,769;13,299;-1,033
"internação";-0,007;3,969;-0,679;-1,033
"internauta";5,435;-0,769;-0,679;-1,033
"internar";-0,007;-0,769;4,651;-1,033
"interceder";-1,662;3,969;0,444;-1,033
"instante";-1,662;-0,769;0,444;2,664
"insistir";-0,007;-0,769;-0,679;2,664
"influente";1,265;-0,769;-0,679;0,095
"infeliz";5,435;-0,769;-0,679;-1,033
"indignado";-0,007;3,969;-0,679;-1,033
"incompetente";5,435;-0,769;-0,679;-1,033
"impulsivo";-1,662;-0,769;-0,679;8,74
"importar";1,265;-0,769;0,444;-1,033
"implementar";-0,007;-0,769;-0,679;2,664
"implacável";-1,662;-0,769;-0,679;8,74
"impetrar";-1,662;0,311;4,651;-1,033
"imediato";-1,662;-0,769;0,444;2,664
"illuminati";-1,662;-0,769;-0,679;8,74
"ideológico";5,435;-0,769;-0,679;-1,033
"ideologia";1,265;-0,769;0,444;-1,033
"identificado";-1,662;0,311;0,444;0,095
"i";-0,007;-0,769;-0,679;2,664
"hotel";1,265;-0,769;0,444;-1,033
"horário";-1,662;-0,769;-0,679;8,74
"honra";-0,007;-0,769;4,651;-1,033
"honestidade";5,435;-0,769;-0,679;-1,033
"hiroshima";-1,662;-0,769;-0,679;8,74
"hiroshi";-1,662;-0,769;-0,679;8,74
"helicóptero";-1,662;-0,769;-0,679;8,74
"gripe";-1,662;-0,769;-0,679;8,74
"grampear";1,265;-0,769;0,444;-1,033
"gordo";-1,662;-0,769;-0,679;8,74
"gigante";-1,662;11,742;-0,679;-1,033
"gesto";-0,007;-0,769;-0,679;2,664
"geraldo";-1,662;11,742;-0,679;-1,033
"gasolina";-1,662;0,311;-0,679;2,664
"garoto";-1,662;-0,769;0,444;2,664
"g1";5,435;-0,769;-0,679;-1,033
"físico";1,265;-0,769;0,444;-1,033
"fã";-0,007;3,969;-0,679;-1,033
"furtar";-1,662;0,311;4,651;-1,033
"furna";-0,007;3,969;-0,679;-1,033
"fundação";-1,662;0,311;-0,679;2,664
"fruto";5,435;-0,769;-0,679;-1,033
"fraude";-0,007;3,969;-0,679;-1,033
"forçar";-1,662;0,311;-0,679;2,664
"forjar";-0,007;-0,769;4,651;-1,033
"foco";1,265;-0,769;0,444;-1,033
"flagrante";-0,007;0,311;-0,679;0,095
"firme";-1,662;-0,769;0,444;2,664
"firmar";-1,662;0,311;4,651;-1,033
"fevereiro";-1,662;11,742;-0,679;-1,033
"favorecer";-0,007;3,969;-0,679;-1,033
"faturamento";-1,662;11,742;-0,679;-1,033
"fanático";1,265;-0,769;-0,679;0,095
"falta";-1,662;0,311;4,651;-1,033
"fallon";-1,662;-0,769;-0,679;8,74
"fadar";-0,007;0,311;-0,679;0,095
"facebook";1,265;0,311;-0,679;-1,033
"fabricar";-1,662;-0,769;-0,679;8,74
"extorsão";-1,662;3,969;0,444;-1,033
"extinção";1,265;-0,769;0,444;-1,033
"exportar";-1,662;3,969;-0,679;0,095
"existência";-1,662;3,969;-0,679;0,095
"exame";1,265;-0,769;0,444;-1,033
"ex_primeira";-0,007;-0,769;4,651;-1,033
"evidência";-0,007;0,311;-0,679;0,095
"europeu";-1,662;-0,769;0,444;2,664
"estreito";-0,007;0,311;-0,679;0,095
"estratégico";-1,662;0,311;-0,679;2,664
"estrago";1,265;-0,769;-0,679;0,095
"estender";-1,662;0,311;-0,679;2,664
"esquerdista";1,265;-0,769;0,444;-1,033
"espalhado";1,265;-0,769;-0,679;0,095
"escritor";5,435;-0,769;-0,679;-1,033
"erguido";-0,007;0,311;0,444;-1,033
"equivaler";-1,662;3,969;-0,679;0,095
"episódio";-0,007;3,969;-0,679;-1,033
"entrega";-1,662;0,311;4,651;-1,033
"enrolado";-0,007;3,969;-0,679;-1,033
"enriquecer";1,265;0,311;-0,679;-1,033
"energia";-0,007;-0,769;0,444;0,095
"emílio";-0,007;3,969;-0,679;-1,033
"empresarial";-0,007;0,311;0,444;-1,033
"einstein";1,265;0,311;-0,679;-1,033
"efeito";-1,662;-0,769;-0,679;8,74
"débito";-0,007;3,969;-0,679;-1,033
"dágua";-1,662;0,311;-0,679;2,664
"duro";-0,007;-0,769;-0,679;2,664
"dom";1,265;-0,769;0,444;-1,033
"doer";5,435;-0,769;-0,679;-1,033
"doente";1,265;-0,769;0,444;-1,033
"documentação";-1,662;-0,769;13,299;-1,033
"ditado";1,265;-0,769;0,444;-1,033
"distribuição";-0,007;3,969;-0,679;-1,033
"discussão";1,265;-0,769;-0,679;0,095
"devastador";-1,662;0,311;-0,679;2,664
"determinado";1,265;-0,769;0,444;-1,033
"destruição";1,265;-0,769;-0,679;0,095
"destaque";1,265;-0,769;-0,679;0,095
"despachar";-1,662;-0,769;13,299;-1,033
"desmoronar";-1,662;0,311;-0,679;2,664
"desmentir";5,435;-0,769;-0,679;-1,033
"desencadear";-1,662;-0,769;-0,679;8,74
"desempenho";5,435;-0,769;-0,679;-1,033
"descobrir";-1,662;3,969;-0,679;0,095
"dependente";5,435;-0,769;-0,679;-1,033
"demo";-1,662;3,969;-0,679;0,095
"demissão";-0,007;-0,769;4,651;-1,033
"delírio";5,435;-0,769;-0,679;-1,033
"delegacia";5,435;-0,769;-0,679;-1,033
"dama";-0,007;-0,769;0,444;0,095
"céu";-0,007;-0,769;0,444;0,095
"custa";5,435;-0,769;-0,679;-1,033
"curto";-0,007;0,311;0,444;-1,033
"curiosidade";-0,007;-0,769;-0,679;2,664
"culpar";-0,007;-0,769;-0,679;2,664
"culpado";-1,662;3,969;0,444;-1,033
"culpa";5,435;-0,769;-0,679;-1,033
"cuidar";-0,007;0,311;-0,679;0,095
"cristiano";-1,662;-0,769;13,299;-1,033
"criação";-1,662;3,969;0,444;-1,033
"cracolândia";5,435;-0,769;-0,679;-1,033
"cortar";1,265;0,311;-0,679;-1,033
"corpo";5,435;-0,769;-0,679;-1,033
"copa";-0,007;3,969;-0,679;-1,033
"convidado";5,435;-0,769;-0,679;-1,033
"confuso";-0,007;-0,769;0,444;0,095
"confrontar";1,265;-0,769;-0,679;0,095
"conferência";-1,662;0,311;-0,679;2,664
"concordar";-0,007;-0,769;-0,679;2,664
"comunicado";-1,662;-0,769;-0,679;8,74
"compromisso";-0,007;-0,769;0,444;0,095
"comemoração";1,265;-0,769;-0,679;0,095
"comemorar";-1,662;-0,769;-0,679;8,74
"coluna";-1,662;-0,769;13,299;-1,033
"cobrança";-1,662;3,969;0,444;-1,033
"cobra";-0,007;0,311;0,444;-1,033
"cobarde";-1,662;0,311;0,444;0,095
"clique";-0,007;-0,769;4,651;-1,033
"clima";5,435;-0,769;-0,679;-1,033
"cliente";-1,662;-0,769;13,299;-1,033
"clamar";-0,007;-0,769;0,444;0,095
"ciência";1,265;-0,769;0,444;-1,033
"cirino";-0,007;-0,769;4,651;-1,033
"circo";5,435;-0,769;-0,679;-1,033
"cientista";-1,662;-0,769;-0,679;8,74
"chiclete";-0,007;0,311;0,444;-1,033
"cheiro";-0,007;3,969;-0,679;-1,033
"cheio";-0,007;0,311;-0,679;0,095
"chanceler";-0,007;-0,769;-0,679;2,664
"cerveja";1,265;-0,769;0,444;-1,033
"centro";-0,007;-0,769;-0,679;2,664
"censura";1,265;-0,769;0,444;-1,033
"cautelar";-1,662;-0,769;13,299;-1,033
"catástrofe";-1,662;-0,769;-0,679;8,74
"capturar";-1,662;-0,769;4,651;0,095
"caos";1,265;-0,769;-0,679;0,095
"cantor";5,435;-0,769;-0,679;-1,033
"campo";-1,662;-0,769;0,444;2,664
"califórnia";-0,007;-0,769;-0,679;2,664
"bunkers";-0,007;-0,769;-0,679;2,664
"bruto";-0,007;0,311;-0,679;0,095
"brutal";-0,007;0,311;-0,679;0,095
"bruno";-1,662;0,311;4,651;-1,033
"brincar";1,265;-0,769;-0,679;0,095
"brincadeira";1,265;-0,769;0,444;-1,033
"brigar";1,265;0,311;-0,679;-1,033
"briga";5,435;-0,769;-0,679;-1,033
"bombardeio";-1,662;0,311;-0,679;2,664
"bolsa";-1,662;3,969;0,444;-1,033
"bola";-1,662;-0,769;4,651;0,095
"blog";1,265;-0,769;0,444;-1,033
"blefar";-1,662;-0,769;-0,679;8,74
"benedita";5,435;-0,769;-0,679;-1,033
"bastos";-1,662;3,969;0,444;-1,033
"baseado";-1,662;3,969;0,444;-1,033
"bangu";-0,007;0,311;0,444;-1,033
"baer";-1,662;3,969;0,444;-1,033
"açúcar";-0,007;3,969;-0,679;-1,033
"avanço";-1,662;0,311;-0,679;2,664
"atravessar";-1,662;-0,769;4,651;0,095
"atrapalhar";1,265;-0,769;0,444;-1,033
"assessor";1,265;-0,769;-0,679;0,095
"asilo";-0,007;-0,769;4,651;-1,033
"asean";-1,662;-0,769;-0,679;8,74
"artilharia";-1,662;0,311;-0,679;2,664
"articular";-0,007;3,969;-0,679;-1,033
"arrumar";-0,007;-0,769;4,651;-1,033
"apuração";-1,662;-0,769;13,299;-1,033
"aproximar";-0,007;-0,769;-0,679;2,664
"aperto";5,435;-0,769;-0,679;-1,033
"apagar";1,265;0,311;-0,679;-1,033
"antimíssil";-1,662;-0,769;-0,679;8,74
"anti_aérea";-1,662;-0,769;-0,679;8,74
"antecedência";-1,662;-0,769;-0,679;8,74
"andré";-1,662;3,969;0,444;-1,033
"andamento";-1,662;0,311;4,651;-1,033
"alimentação";-1,662;11,742;-0,679;-1,033
"albert";1,265;0,311;-0,679;-1,033
"alasca";-1,662;-0,769;-0,679;8,74
"afundar";-0,007;0,311;-0,679;0,095
"afonso";-0,007;-0,769;4,651;-1,033
"afastar";-1,662;3,969;0,444;-1,033
"acredita_se";-0,007;-0,769;-0,679;2,664
"aceito";-1,662;3,969;0,444;-1,033
"absurdo";5,435;-0,769;-0,679;-1,033
"de";-8,904;6,834;-0,639;2,469
"o";0,166;0,028;-4,453;1,626
"a";-20,334;-0,021;1,017;17,531
"que";-0,384;-0,419;1,468;0,04
"em";0,035;4,828;-3,036;-0,469
"ser";6,043;-1,615;0,406;-4,371
"para";-0,105;-0,1;-0,331;1,34
"um";2,168;-25,527;-1,021;15,573
"ir";-0,288;2,844;1,897;-4,805
"não";28,134;-9,047;-0,707;-5,275
"com";-1,879;0,07;-0,135;2,518
"por";-10,439;2,176;15,362;-1,688
"uma";-0,156;-0,685;-0,195;2,528
"estar";-0,014;-3,244;-0,541;5,982
"ter";9,766;1,169;-4,32;-6,66
"se";14,534;-11,034;-4,197;0,495
"poder";-1,547;-2,809;-0,489;12,486
"ele";7,425;-2,565;1,305;-6,385
"ao";0,152;-4,148;3,349;-0,03
"mais";3,561;0,658;-1,725;-2,731
"fazer";2,068;-0,938;0,519;-1,753
"seu";-3,191;-2,221;0,163;8,863
"como";2,196;2,256;-0,66;-5,249
"também";-0,241;3,026;-0,033;-0,818
"todo";-0,893;2,547;0,024;-0,331
"sua";-0,018;-1,403;3,705;-0,222
"já";2,611;-0,494;-0,02;-0,999
"haver";-0,344;-0,04;2,564;-0,354
"outro";0,021;0,095;-1;0,198
"sobre";3,1;-0,063;0,27;-4,676
"eu";43,147;-4,688;-0,38;-21,729
"durante";2,921;0,015;-1,756;-0,657
"contra";-0,449;-0,066;0,035;0,652
"até";-1,67;5,733;3,426;-5,938
"ainda";-0,467;1,36;0;-0,101
"esse";3,228;0,547;-1,791;-2,146
"hoje";0,226;-4,753;0,363;0,913
"isso";1,673;-0,006;-0,834;-0,285
"pessoa";14,443;-1,155;-1,817;-3,923
"estado";-15,944;-5,465;-5,285;73,661
"após";-6,574;0,174;-0,57;9,608
"ver";5,995;1,28;-1,483;-7,019
"você";28,678;-2,445;-4,252;-6,764
"entre";-2,691;1,964;1,42;-0,305
"tudo";0,429;1,112;1,299;-7,32
"muito";10,839;-0,292;-6,796;-0,636
"parte";-2,483;4,199;0,011;-0,066
"essa";12,023;-0,527;-1,891;-3,658
"mil";-1,81;33,191;-5,081;-3,382
"segundo";-0,858;0,636;0,75;-0,239
"quem";6,516;0,273;0,26;-13,96
"algum";3,007;0,046;-0,263;-2,704
"tentar";3,264;-1,888;1,416;-3,139
"porque";6,333;-0,662;2,084;-10,844
"dois";-0,407;-0,004;-0,254;1,456
"quando";1,91;0;-0,191;-1,3
"ela";3,89;-1,904;-0,089;-0,391
"1";-0,278;20,875;-1,086;-7,36
"nada";7,082;0,014;-0,891;-4,807
"hora";-0,033;-1,248;0;1,517
"agora";2,71;-0,984;0,828;-2,887
"apenas";0,105;-0,688;-5,534;6,254
"qualquer";-6,652;-1,248;0,177;12,16
"povo";39,116;-9,141;-2,31;-7,408
"me";7,227;-0,003;0,058;-9,691
"depois";1,936;-3,956;-1,773;2,227
"bilhão";-5,221;49,782;-3,013;-6,069
"através";-4,347;1,28;-0,024;1,905
"pouco";0,254;8,73;-2,869;-3,152
"além";-3,587;11,302;-0,18;-0,419
"alguma";6,219;-6,498;-0,014;-0,077
"3";-0,021;5,89;0,002;-4,5
"tempo";1,257;-1,087;0,361;-0,644
"primeiro";0,589;-0,954;1,055;-0,728
"abaixo";16,931;-4,733;-0,408;-3,76
"2";-3,223;18,62;1,858;-10,397
"aqui";15,929;-0,651;-1,127;-7,244
"sem";2,434;-2,641;1,749;-1,924
"2016";0,008;10,076;-0,891;-4,807
"vário";-0,076;0,986;-0,891;0,05
"pro";17,428;-1,83;-1,283;-5,41
"nosso";0,429;-3,303;-4,404;7,973
"ninguém";3,831;-4,446;0,379;-0,56
"meu";22,914;-0,651;-2,412;-9,785
"tal";-0,867;0,697;4,598;-2,736
"aquele";17,215;-3,772;-1,609;-2,667
"5";0,094;0,119;0,379;-1,443
"fim";-0,144;-0,3;-0,698;2,767
"menos";0,002;-0,002;3,106;-2,459
"aí";8,92;-0,002;-0,698;-6,207
"4";-0,64;8,723;0,041;-4,12
"desde";-5,174;2,981;0,909;0,003
"assim";3,831;-1,271;0,011;-1,443
"10";0,943;-1,749;0,273;-0,096
"nossa";0,63;-1,96;-3,075;3,918
"algo";0,935;-0,523;-0,239;0,002
"minha";5,616;0,119;-0,163;-6,552
"lá";4,301;-0,486;0,005;-2,88
"qual";0,038;0,003;0,698;-1,017
"cada";0,038;-2,176;0,698;0,164
"antes";-0,055;0,32;0,093;-0,289
"ontem";-1,29;-0,023;0,005;1,747
"nenhum";-0,139;0,653;0,273;-0,642
"tipo";-0,486;-0,963;-4,11;12,055
"somente";0,488;2,199;-1,122;-1,426
"sim";9,023;-0,249;-0,798;-4,167
"sempre";6,413;0,154;-2,642;-2,88
"15";-8,819;0,154;0,005;8,015
"então";-0,003;1,154;-0,158;-0,332
"20";-4,759;3,841;2,686;-0,76
"11";-0,041;-0,154;-2,006;3,397
"nunca";-0,041;3,841;-2,006;-0,108
"alguém";1,276;0,01;-1,196;-0,128
"6";-2,001;2,918;0,463;-0,396
"verdade";0,62;-2,463;8,186;-3,833
"tarde";1,46;-4,133;0,001;0,272
"tanto";9,394;-1,753;0,025;-5,202
"acima";-0,001;2,354;-0,007;-1,723
"trabalho";13,007;-1,753;-1,393;-2,845
"quase";-0,792;5,437;-0,378;-0,396
"8";0,025;1,176;-1,594;-0,003
"000";-3,394;4,29;-0,642;0,675
"nós";2,856;-3,612;-1,196;0,76
"imediatamente";-1,607;-0,001;-1,393;6,118
"7";-1,237;0,584;0,965;-0,128
"500";-4,986;22,669;-3,189;-0,128
"xi";-7,803;-3,612;-3,189;41,045
"realmente";0,128;-0,001;0,682;-1,193
"9";-0,593;-1,08;8,009;-0,505
"25";0,808;-0,463;-1,393;0,477
"sob";-0,304;0,01;0,084;0,066
"provavelmente";-1,607;-1,753;0,025;6,118
"novamente";-0,527;-3,872;4,682;0,477
"00";0,636;5,363;-1,005;-4,504
"quanto";0,324;-0,323;2,804;-2,522
"dentro";3,842;0,059;-1,005;-2,203
"2017";-0,304;0,584;0,084;-0,128
"2014";-3,919;10,728;1,785;-4,155
"17";-2,367;3,229;0,086;-0,054
"três";-0,593;-0,103;8,009;-1,889
"lhe";0,726;0,106;0,231;-2,763
"enfim";10,312;-2,833;0;-3,806
"30";0,468;4,29;-2,501;-1,582
"100";-0,896;9,042;-2,96;-0,043
"terceiro";-2,876;2,387;0,895;-0,165
"inclusive";-1,465;-0,033;0,576;0,675
"esta";-0,027;-1,08;-0,82;3,782
"diante";2,611;-0,001;-0,476;-1,283
"18";-0,027;-0,103;0,347;-0,002
"ambos";-1,068;-0,001;-0,476;3,148
"2015";0,544;-0,051;-0,012;-0,252
"200";0,013;8,788;-1,816;-2,763
"16";1,571;0,019;-2,044;-0,054
"12";0,085;0,574;-0,476;-0,165
"oficialmente";-2,367;-0,479;0,086;4,267
"diretamente";-1,871;0,106;1,944;-0,001
"amanhã";0,013;-0,307;1,944;-0,723
"absolutamente";0,161;-1,799;-0,08;1,101
"2018";9,441;-2,057;-0,188;-2,763
"tão";5,44;-2,057;-1,816;-0,001
"cinco";-0,394;4,346;-0,188;-0,723
"aquilo";10,889;-1,541;-1,36;-2,07
"aquela";2,536;-2,057;0,231;-0,723
"simplesmente";0,161;-0,161;-0,08;0,033
"s";-0,394;0,106;0,231;-0,001
"praticamente";0,013;-0,307;0,231;-0,001
"perante";9,441;-2,057;-1,816;-0,723
"mim";10,889;-1,541;-1,36;-2,07
"literalmente";-0,394;-0,307;1,944;-0,001
"b";0,544;-0,051;-1,36;0,19
"atrás";0,544;-1,541;0,889;-0,252
"50";-0,152;-0,161;-1,588;3,676
"14";-0,394;0,106;1,944;-0,723
"sequer";1,302;-1,283;1,552;-1,724
"perto";-3,886;-1,799;-0,08;13,345
"muita";0,042;0;0,008;-0,082
"f";-3,329;7,951;-1,36;0,19
"este";-0,152;-0,161;-1,588;3,676
"claramente";1,422;-0,161;-1,588;0,033
"27";0,544;-0,051;-1,36;0,19
"22";1,422;-0,161;-0,08;-0,471
"150";0,161;2,189;-1,588;-0,471
"13";-0,152;0,291;-0,08;0,033
"04";0,161;-1,799;-1,588;3,676
"totalmente";-0,942;-1,541;-1,36;10,545
"te";4,311;-1,283;0,008;-1,724
"talvez";0,544;-0,051;0,889;-2,07
"si";0,042;0;0,008;-0,082
"rapidamente";0,544;-1,541;-1,36;1,885
"maioria";-2,217;0,053;0,115;1,255
"longe";2,714;-1,026;-0,906;-0,001
"jamais";0,544;-1,541;0,889;-0,252
"demais";9,069;-1,283;-1,133;-1,724
"atualmente";0,362;-1,026;2,658;-1,379
"70";2,534;-1,541;-1,36;0,19
"60";0,042;0;-1,133;0,547
"45";0,042;1,19;-1,133;-0,082
"35";-0,197;7,372;-0,906;-1,379
"28";-0,942;3,256;-1,36;0,19
"24";-0,014;0,623;-0,012;-0,252
"2013";0,042;1,19;-1,133;-0,082
"2009";-0,197;2,168;0,115;-1,379
"seis";-0,533;0;1,552;-0,082
"quatro";0,042;1,19;0,008;-1,724
"pessoalmente";0,042;0;-1,133;0,547
"obviamente";-2,772;10,986;0,008;-1,724
"juntamente";-1,662;0,311;4,651;-1,033
"dez";0,362;2,168;-0,906;-1,379
"cima";1,265;0,311;-0,679;-1,033
"cedo";-0,197;-1,026;-0,906;5,141
"55";0,042;-1,283;-1,133;3,119
"300";-0,533;1,19;-1,133;0,547
"23";-0,197;-1,026;-0,906;5,141
"2010";-2,217;2,168;2,658;-1,379
"19";4,311;-1,283;-1,133;-0,082
"07";-0,533;0;0,008;0,547
"trás";0,362;-1,026;0,115;-0,001
"recentemente";-0,197;0,053;-0,906;1,255
"principalmente";-0,007;0,311;-0,679;0,095
"j";-2,217;15,665;-0,906;-1,379
"especificamente";-0,197;0,053;0,115;-0,001
"debaixo";0,362;0,053;-0,906;-0,001
"aproximadamente";-2,217;2,168;-0,906;1,255
"87";-0,197;7,372;-0,906;-1,379
"84";-2,217;2,168;-0,906;1,255
"80";-0,007;0,311;-0,679;0,095
"600";-0,197;7,372;-0,906;-1,379
"57";0,362;0,053;0,115;-1,379
"400";-0,197;7,372;-0,906;-1,379
"33";-0,197;2,168;-0,906;-0,001
"32";-0,197;0,053;0,115;-0,001
"31";-1,662;0,311;4,651;-1,033
"280";0,362;0,053;0,115;-1,379
"21";0,362;2,168;-0,906;-1,379
"2012";-1,662;3,969;0,444;-1,033
"2003";-1,662;3,969;-0,679;0,095
"08";-0,197;-1,026;0,115;1,255
"v";5,435;-0,769;-0,679;-1,033
"trilhão";-1,662;11,742;-0,679;-1,033
"supostamente";-0,007;-0,769;0,444;0,095
"sinceramente";1,265;-0,769;-0,679;0,095
"sic";-1,662;0,311;4,651;-1,033
"sexto";-1,662;-0,769;-0,679;8,74
"sete";-1,662;3,969;-0,679;0,095
"quê";-0,007;-0,769;0,444;0,095
"infelizmente";1,265;-0,769;0,444;-1,033
"geralmente";-0,007;-0,769;-0,679;2,664
"especialmente";5,435;-0,769;-0,679;-1,033
"embora";1,265;-0,769;-0,679;0,095
"eis";-0,007;-0,769;4,651;-1,033
"completamente";-1,662;0,311;-0,679;2,664
"certamente";-1,662;0,311;4,651;-1,033
"apesar";-1,662;-0,769;4,651;0,095
"aparentemente";-0,007;-0,769;-0,679;2,664
"anteriormente";1,265;-0,769;0,444;-1,033
"afinal";-0,007;3,969;-0,679;-1,033
"75";1,265;-0,769;-0,679;0,095
"64";-0,007;0,311;0,444;-1,033
"59";-1,662;-0,769;-0,679;8,74
"43";-1,662;3,969;-0,679;0,095
"40";5,435;-0,769;-0,679;-1,033
"29";-1,662;0,311;0,444;0,095
"2004";-1,662;0,311;4,651;-1,033
"2000";-0,007;3,969;-0,679;-1,033
"01";-0,007;-0,769;-0,679;2,664
"*txt_1110";-0,533;0;5,763;-1,724
"*txt_1218";-0,014;3,256;-0,012;-2,07
"*txt_1219";2,714;0,053;-0,906;-1,379
"*txt_1212";0,181;-0,512;1,327;-0,688
